,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2010-09-08,35.88,38.03,39.97,59.25,251.3,58.93,41.27,32.22,21.55,58.0,37.71,42.65,140.82,34.04,26.36,47.19,13.83,29.4,14.4,139.14,31.74,45.77,25.98,75.83,16.7,25.67,117.75,68.93,23.09,37.53,26.97,39.36,65.07,42.24,13.18,29.9,28.46,27.05,21.68,14.45,11.11,17.15,69.12,53.6,59.22,45.29,32.86,53.62,35.98,12.13,4.81,8.27,13.75,55.22,35.66,68.17,19.12,46.08,23.94
2010-09-09,36.15,38.62,40.1,58.27,251.45,59.53,41.4,32.55,21.63,58.04,38.32,43.42,142.34,34.03,26.41,47.26,14.01,29.65,14.58,140.38,31.96,45.98,26.19,76.03,16.76,26.06,118.01,69.03,23.52,37.34,27.21,39.65,64.97,43.07,13.31,29.91,28.47,27.01,21.83,14.41,11.06,17.21,70.7,53.53,59.66,45.59,33.27,53.92,35.99,11.98,4.79,8.44,13.65,55.49,36.55,66.63,19.1,46.27,24.12
2010-09-10,36.16,38.14,41.18,58.64,251.77,59.81,42.65,32.5,21.48,58.16,38.32,43.1,143.54,34.31,26.63,47.32,14.08,29.95,14.77,142.44,31.96,46.55,26.3,76.92,17.15,26.28,119.53,70.33,23.58,37.44,27.47,39.74,65.54,44.67,13.36,29.96,29.17,27.26,21.7,14.52,11.1,17.35,70.6,53.63,60.53,45.93,33.17,55.1,35.49,11.67,4.77,8.41,13.68,55.63,36.24,67.21,19.11,47.6,24.17
2010-09-13,36.58,39.12,41.01,58.96,255.24,59.67,42.04,32.54,22.62,58.36,38.93,43.99,147.34,34.25,26.72,47.54,14.31,30.13,14.76,145.07,32.56,46.79,26.27,77.77,17.17,26.71,121.04,70.72,24.26,37.89,27.67,40.52,66.45,45.03,13.75,30.43,29.28,27.54,22.4,14.87,11.29,17.72,70.29,53.7,59.73,45.96,33.7,56.04,35.57,11.91,4.94,9.06,13.73,55.44,37.48,66.81,19.7,47.66,24.22
2010-09-14,36.57,38.32,40.75,57.65,256.22,59.42,41.98,32.77,22.55,58.34,39.09,45.09,145.58,34.43,26.87,47.95,14.24,29.88,14.85,145.75,32.58,48.02,26.07,77.56,16.58,27.02,120.33,70.95,23.86,37.77,27.71,40.95,66.07,44.52,13.49,29.78,29.19,27.52,22.61,14.92,11.28,17.47,69.8,53.84,58.9,45.43,33.8,55.39,36.5,11.98,4.98,8.87,13.63,55.45,37.12,66.25,19.88,47.28,24.55
2010-09-15,36.7,38.77,40.43,57.62,258.28,59.89,41.89,33.0,22.63,58.47,38.97,45.11,145.61,34.81,26.86,48.13,14.39,30.69,15.02,145.45,32.35,47.75,26.0,77.51,16.81,27.39,120.87,70.68,24.12,38.0,27.86,40.74,66.34,45.45,13.52,29.8,29.14,27.5,22.59,14.85,11.17,17.41,71.22,54.26,58.9,45.69,34.63,55.22,36.81,11.9,4.91,9.0,14.27,55.44,37.36,66.94,20.01,47.0,24.56
2010-09-16,36.57,38.87,40.32,57.48,264.35,59.99,42.56,32.89,22.82,58.45,38.67,45.4,145.29,34.95,26.78,48.39,14.4,30.97,14.93,148.13,31.77,47.34,26.04,77.85,16.37,27.73,121.1,70.54,23.86,38.4,27.91,40.56,66.23,45.3,13.36,29.43,28.83,27.51,22.88,14.74,11.71,17.06,71.73,54.26,58.92,45.67,34.66,55.26,37.49,12.01,4.85,9.28,14.19,55.42,37.37,67.02,20.32,46.82,24.69
2010-09-17,36.51,39.26,40.47,57.82,263.2,59.55,41.79,32.82,22.72,58.26,38.81,45.62,144.1,35.31,26.86,48.27,14.46,30.92,14.83,148.32,32.06,47.68,26.06,78.88,16.44,27.8,121.58,70.01,23.81,38.91,28.24,39.53,67.31,44.72,13.21,29.37,28.68,27.45,23.55,14.55,11.76,16.81,71.51,54.13,59.99,45.31,34.77,56.5,36.36,12.04,4.81,9.33,13.89,55.24,36.52,66.59,20.26,47.74,24.34
2010-09-20,37.54,40.92,41.41,58.53,270.72,60.24,42.97,33.24,22.91,58.73,39.5,46.08,144.98,35.71,26.89,48.75,14.69,31.53,15.03,151.3,32.76,48.47,26.25,80.1,16.87,28.17,123.08,71.3,24.32,39.49,28.68,40.69,68.75,45.48,13.55,30.16,29.29,28.15,23.68,14.76,11.83,16.99,72.18,54.54,60.82,45.53,35.24,57.35,36.6,12.26,4.92,9.57,13.86,55.94,37.55,67.3,20.15,48.43,24.99
2010-09-21,37.33,40.6,40.82,59.0,271.23,59.86,42.82,33.25,22.65,58.38,40.17,46.34,144.5,35.85,27.33,48.78,14.66,30.96,14.9,150.73,32.46,48.3,26.31,79.32,16.9,28.28,123.26,71.16,24.15,39.69,28.44,40.91,70.26,45.77,13.46,30.17,29.24,28.39,23.63,14.69,11.81,16.75,71.63,54.62,61.62,45.11,35.03,57.33,37.09,12.19,4.82,9.48,14.18,55.93,37.0,67.66,20.05,48.29,25.12
2010-09-22,37.03,40.61,40.43,58.69,275.04,60.04,43.23,33.09,22.17,58.6,39.98,46.09,141.32,35.8,27.39,49.0,14.64,30.28,14.97,151.83,31.73,48.05,26.36,79.39,16.73,28.28,123.81,70.72,23.63,39.5,28.48,40.64,70.07,45.31,13.23,29.4,28.68,28.36,23.3,14.36,11.65,16.38,71.55,54.86,61.75,45.48,34.41,56.66,36.75,11.98,4.72,9.42,14.04,55.85,36.41,67.32,20.08,47.87,25.26
2010-09-23,36.47,40.2,39.69,57.55,276.15,59.25,42.21,32.49,22.0,58.35,38.79,45.97,138.31,35.63,27.14,48.85,14.32,30.06,14.82,152.85,31.12,48.18,26.2,78.38,16.7,28.1,122.97,70.08,22.93,39.32,28.3,39.97,70.14,44.96,12.99,28.9,28.23,28.32,23.6,14.25,11.59,16.3,70.97,54.36,61.64,45.29,34.2,55.86,37.3,11.75,4.74,9.38,14.17,55.58,35.64,66.88,19.95,47.86,25.16
2010-09-24,37.23,40.93,40.45,59.34,279.4,59.56,43.93,33.35,22.32,57.98,39.88,47.12,140.57,35.84,27.92,49.24,14.78,31.0,15.13,160.73,32.6,49.22,26.54,79.69,17.31,28.86,125.24,71.49,23.43,40.35,29.35,41.1,73.34,45.52,13.41,30.06,28.79,29.06,24.66,14.4,11.82,16.63,73.06,54.73,62.9,45.69,34.98,57.39,38.07,12.24,4.82,9.71,14.5,56.13,36.24,67.29,20.47,48.9,25.61
2010-09-27,37.16,41.23,40.01,58.69,278.3,59.77,44.73,33.22,22.28,57.33,39.48,46.99,139.35,36.02,27.91,48.69,14.58,30.86,14.93,159.37,32.33,49.38,26.53,78.99,17.06,28.35,125.75,71.46,23.37,40.1,28.98,40.95,73.16,45.72,13.05,30.6,28.38,29.02,24.43,14.45,11.75,16.62,72.4,54.2,62.25,45.34,35.14,56.9,38.33,12.23,4.77,9.7,14.28,56.09,35.62,66.98,20.49,48.85,25.91
2010-09-28,37.71,41.47,40.36,59.26,274.19,60.14,46.05,33.03,22.23,56.81,39.77,47.23,138.4,35.97,31.09,49.0,14.59,30.77,15.16,159.7,32.68,49.69,26.76,79.77,17.09,28.61,125.97,72.17,23.21,40.43,29.77,41.4,73.28,46.0,13.08,30.76,28.43,29.21,24.78,14.62,11.79,16.87,73.15,53.82,62.33,45.38,35.4,57.02,38.67,12.3,4.8,9.78,14.39,56.41,35.51,66.87,20.26,49.05,26.29
2010-09-29,37.89,40.82,40.16,60.6,274.67,60.12,44.68,32.73,22.07,57.11,39.59,47.02,137.84,35.74,30.93,48.57,14.52,31.45,15.13,158.99,32.28,49.6,26.6,79.88,16.91,28.53,126.52,72.53,22.93,39.42,29.62,41.47,73.57,46.86,12.93,30.86,28.17,29.21,24.58,14.79,11.61,16.74,73.0,53.49,61.83,45.35,35.41,56.84,39.51,12.57,4.83,9.54,14.34,55.98,35.01,66.71,20.26,48.79,26.13
2010-09-30,37.93,39.89,40.31,61.12,271.21,59.84,43.64,32.57,22.06,57.1,39.43,46.73,137.99,35.08,30.81,48.73,14.42,30.92,14.93,157.06,32.25,49.33,26.49,79.46,16.85,28.2,125.27,72.32,23.0,39.5,29.79,41.35,72.37,46.72,12.92,32.22,28.13,29.09,24.85,14.99,11.52,16.88,71.58,53.25,61.31,45.25,35.42,56.61,39.09,12.55,4.63,9.6,14.17,56.16,34.69,66.76,20.29,49.14,26.06
2010-10-01,38.22,39.65,39.67,61.39,270.04,60.34,43.41,32.79,21.96,57.08,39.19,47.65,140.97,34.95,30.97,48.58,14.52,30.54,14.94,153.71,32.65,48.87,26.77,80.3,16.61,28.09,126.67,73.12,23.4,39.7,30.08,42.23,71.95,47.48,13.11,32.03,28.1,29.22,24.95,15.11,11.54,16.98,71.8,53.42,59.87,45.61,35.82,56.29,37.88,12.61,4.73,9.74,14.27,56.84,35.38,67.13,20.3,48.9,26.08
2010-10-04,37.82,37.06,39.52,60.93,266.33,60.22,42.8,32.79,21.54,57.21,38.6,47.03,139.89,34.88,30.45,48.78,14.29,30.48,14.69,155.39,33.03,48.8,26.66,79.45,16.55,27.88,126.31,72.55,23.24,39.32,29.75,41.23,71.07,46.79,12.97,32.37,27.68,29.08,24.92,14.77,12.09,16.97,70.79,53.24,59.65,45.31,35.59,55.66,37.76,12.48,4.58,9.68,14.28,56.53,35.55,67.15,20.16,48.72,25.85
2010-10-05,38.83,36.33,40.53,63.01,276.17,61.03,45.91,33.42,21.93,57.5,39.92,48.12,142.75,34.19,31.25,49.17,14.65,31.47,14.98,160.87,34.03,49.62,27.01,81.43,16.93,29.07,128.56,74.41,24.03,40.52,30.35,42.58,73.03,47.85,13.37,32.92,28.09,29.15,25.94,15.05,12.25,17.31,72.03,54.0,60.72,45.36,36.35,57.15,37.92,12.96,4.7,9.94,14.61,57.5,36.18,67.93,20.38,50.29,26.32
2010-10-06,39.43,36.25,40.84,62.99,276.41,61.34,47.54,33.56,22.0,57.97,39.93,48.43,143.97,33.75,31.32,49.68,15.0,31.49,15.01,155.4,34.08,49.48,27.07,82.38,16.64,28.98,128.73,74.86,24.08,40.61,30.68,43.01,72.74,47.03,13.2,33.57,27.95,29.15,25.92,14.93,12.46,17.07,71.19,54.05,60.98,45.23,36.08,57.74,37.85,12.79,4.89,9.96,14.52,58.12,36.42,67.7,20.66,50.31,26.42
2010-10-07,39.44,36.06,40.64,62.88,276.44,59.53,47.29,33.94,22.1,58.0,39.78,48.32,144.22,33.66,31.15,49.49,15.13,31.48,15.11,156.27,32.1,49.51,26.91,81.47,16.76,28.87,129.55,74.53,23.8,40.93,30.27,42.98,72.42,46.65,13.12,33.35,28.26,29.15,25.77,15.13,12.54,16.97,71.15,53.98,60.75,44.97,36.16,57.28,37.92,12.84,4.92,9.96,14.23,58.03,36.07,67.97,20.75,50.36,26.35
2010-10-08,39.37,36.23,40.37,63.59,281.08,59.22,49.53,34.33,22.13,58.33,40.4,48.67,145.7,34.18,31.25,49.54,15.19,32.26,15.18,155.55,32.55,49.76,26.9,81.71,16.85,29.02,129.67,74.9,23.76,41.31,29.58,43.04,73.92,46.8,13.0,33.71,28.74,29.29,26.31,15.32,12.86,16.87,71.07,54.92,60.29,44.76,36.62,57.5,38.23,13.24,4.97,10.15,14.49,58.52,35.88,68.18,20.83,50.48,26.16
2010-10-11,39.49,36.18,40.46,64.29,282.31,59.01,49.74,34.15,22.15,58.22,40.91,48.47,145.26,34.16,31.04,49.72,15.05,32.24,15.11,153.03,32.1,50.0,26.97,80.87,16.88,29.06,130.43,74.7,23.48,40.8,29.39,42.79,73.57,46.69,12.97,33.82,28.87,29.19,26.35,15.49,12.97,17.03,70.87,55.17,60.62,44.63,36.33,57.28,38.28,13.28,4.98,10.24,14.41,58.67,36.26,67.73,20.82,50.26,25.89
2010-10-12,39.37,36.75,40.57,64.5,285.35,59.51,49.8,34.17,22.37,58.54,40.77,49.17,148.14,34.2,31.3,49.09,15.25,31.89,15.2,156.48,32.19,50.65,26.98,80.78,16.88,28.79,130.61,74.81,23.79,40.98,29.3,42.52,72.98,47.16,13.33,34.43,28.52,28.85,26.26,15.39,12.97,17.26,70.05,55.07,60.68,44.82,35.97,57.5,38.42,13.47,4.95,10.35,14.43,58.81,36.88,67.72,20.96,50.05,25.83
2010-10-13,39.72,37.44,40.8,65.65,286.88,59.8,49.53,34.5,22.82,58.65,42.24,49.99,147.68,34.56,32.0,49.0,15.33,31.95,15.42,155.17,32.4,50.86,27.14,81.69,17.0,29.57,131.09,74.66,23.63,41.5,29.95,43.24,73.85,47.4,13.1,35.2,28.9,28.47,25.75,15.64,12.84,17.26,70.3,55.61,61.17,45.52,36.18,58.12,39.22,13.67,4.87,10.27,15.25,59.12,36.36,67.87,21.48,50.4,26.16
2010-10-14,39.84,37.61,40.48,65.55,288.95,60.02,48.86,34.32,22.73,58.32,41.89,50.61,144.68,34.61,31.72,48.48,15.23,32.22,15.36,155.53,32.34,50.72,27.12,81.63,17.22,29.59,132.15,74.86,22.63,41.16,29.58,43.83,73.5,47.76,12.42,34.56,28.83,28.29,25.92,15.55,13.09,17.1,72.37,55.76,60.38,45.12,36.63,57.31,39.14,13.8,4.82,10.23,15.93,59.35,35.34,69.03,21.38,50.11,26.31
2010-10-15,40.15,37.27,40.64,64.4,300.83,60.05,48.75,34.22,23.0,58.26,41.84,50.17,143.82,34.64,31.8,48.57,14.46,32.13,15.43,164.64,32.04,50.49,27.14,81.69,17.75,29.83,131.74,74.61,21.59,41.32,29.64,43.98,73.35,47.44,11.81,34.18,29.18,28.19,26.3,15.5,12.99,17.19,71.51,55.72,60.22,44.86,36.44,58.0,39.78,14.02,4.63,10.26,16.25,59.25,33.91,69.42,21.65,50.14,26.22
2010-10-18,40.46,37.71,42.09,64.51,303.95,59.89,49.3,34.3,23.26,58.64,42.15,49.99,146.7,35.02,31.64,48.95,14.42,32.95,15.48,163.56,31.94,51.13,27.16,82.17,17.81,29.9,133.39,75.38,22.77,41.7,29.58,44.38,73.8,47.65,12.17,34.83,29.13,28.04,25.97,15.8,13.07,17.19,72.58,56.25,60.24,44.88,36.81,58.4,40.25,14.18,4.72,10.4,15.93,60.24,34.87,69.28,21.59,49.94,26.06
2010-10-19,39.63,37.48,41.38,63.43,295.82,58.91,47.57,33.56,22.61,57.99,41.52,48.5,149.58,34.8,30.93,48.55,14.26,32.87,15.12,158.67,31.53,50.31,27.32,81.15,17.9,29.0,128.91,73.87,22.48,40.7,28.92,42.78,72.25,46.48,11.63,33.8,28.64,27.93,25.67,15.45,12.54,16.78,71.35,56.1,59.75,44.7,36.31,57.12,39.79,14.02,4.71,10.14,15.49,59.19,34.4,68.98,21.28,48.98,25.22
2010-10-20,40.47,37.88,42.0,65.55,296.81,58.51,47.8,33.72,22.8,58.44,42.53,48.97,152.33,35.22,31.29,48.68,14.24,33.21,15.36,158.67,32.43,50.9,27.68,81.99,18.16,29.59,129.88,74.97,23.44,41.68,29.46,43.59,73.88,46.64,11.59,34.29,29.11,28.22,25.72,15.54,12.84,16.99,71.69,56.7,60.06,44.81,36.48,57.91,39.78,14.21,4.78,10.28,15.8,60.0,34.78,69.36,21.68,49.56,25.65
2010-10-21,40.37,38.4,42.53,65.68,295.84,58.7,48.82,33.38,22.9,58.69,41.17,49.76,152.04,35.25,31.36,49.19,14.29,33.4,15.33,164.97,32.61,50.45,27.83,82.98,18.28,29.47,130.59,75.18,23.83,41.72,29.67,43.63,72.96,46.25,11.2,34.02,29.21,29.21,25.84,15.15,13.0,16.94,71.62,56.82,61.79,44.57,36.13,58.57,39.39,14.12,4.7,10.39,15.97,60.28,34.41,70.28,21.55,50.02,26.19
2010-10-22,40.73,37.22,42.33,65.45,293.88,58.55,48.72,33.19,22.86,58.42,41.37,50.37,150.57,35.31,31.33,49.22,14.25,33.43,15.22,169.13,33.56,49.72,27.89,82.88,18.23,29.33,130.44,75.44,23.91,41.46,29.77,43.6,72.44,46.57,11.28,34.25,28.93,28.91,26.25,15.11,13.13,17.08,71.7,56.72,61.74,44.39,36.04,58.52,39.83,14.11,4.71,10.59,16.31,60.3,34.41,70.38,21.76,50.17,26.13
2010-10-25,40.52,37.47,41.92,65.82,295.19,58.59,48.75,33.22,22.69,58.34,41.19,50.72,150.22,35.33,31.67,49.12,14.25,33.56,15.32,169.0,33.81,49.92,27.62,83.3,18.52,29.55,130.6,75.73,23.55,42.23,29.65,43.47,73.11,46.49,11.0,33.87,29.04,28.84,26.54,15.22,13.32,17.04,71.36,56.85,61.42,44.41,35.96,58.12,39.84,14.23,4.71,10.76,16.4,60.17,33.84,70.51,21.88,49.37,26.27
2010-10-26,40.53,38.24,42.28,65.49,294.44,58.35,48.76,33.1,23.33,54.96,40.66,51.25,151.08,35.13,31.39,49.68,14.34,33.91,15.21,169.95,33.99,49.39,27.73,82.91,18.4,29.3,131.37,75.98,23.72,41.8,29.21,43.58,72.74,45.76,11.14,34.64,28.9,28.74,26.45,15.41,13.52,17.07,70.87,56.24,61.75,44.13,35.82,58.15,39.9,14.04,4.64,10.65,16.46,60.47,33.95,70.57,21.68,49.72,25.94
2010-10-27,40.04,38.79,42.06,65.09,294.23,57.88,47.35,32.85,23.46,54.73,40.22,48.59,152.85,34.7,31.22,49.05,14.3,33.85,15.03,167.51,33.94,49.26,27.7,82.82,18.99,29.16,132.08,75.23,23.58,41.57,29.28,42.92,72.34,45.65,11.38,34.46,28.87,28.38,26.96,15.58,13.39,17.41,70.91,56.44,60.97,43.97,36.01,59.36,39.38,14.19,4.56,10.71,16.42,59.69,34.26,69.42,21.58,49.75,25.59
2010-10-28,39.71,39.31,40.58,65.46,291.75,58.55,47.01,32.87,23.67,54.89,40.21,48.92,155.8,34.43,31.39,49.24,14.27,33.82,15.28,166.84,33.77,49.61,27.71,77.96,19.54,29.51,131.59,75.35,23.75,41.63,29.11,43.6,71.9,46.6,11.37,34.6,29.7,28.64,26.89,15.6,13.39,17.19,71.13,56.54,61.08,44.24,36.25,61.5,39.63,14.11,4.6,10.83,16.4,60.19,34.24,69.42,21.49,50.44,25.87
2010-10-29,39.58,39.53,40.97,64.89,287.68,58.81,48.18,32.58,24.02,55.6,40.33,49.02,153.79,35.44,31.16,49.32,14.22,33.84,15.15,165.23,33.35,49.57,27.76,77.18,19.33,29.78,134.11,73.7,23.86,41.86,28.6,43.66,72.69,46.0,11.29,34.62,29.84,28.38,27.2,15.37,13.3,17.24,70.82,56.88,61.31,45.02,35.86,61.81,39.06,13.93,4.66,10.85,16.49,60.43,34.35,69.68,21.18,51.24,25.89
2010-11-01,39.29,39.63,41.7,64.74,290.74,59.04,49.43,32.81,24.27,54.57,40.55,48.83,154.21,35.5,31.31,49.45,14.15,32.7,15.32,162.58,33.69,49.21,27.94,76.96,19.21,29.7,133.85,72.68,23.74,41.52,28.39,43.57,73.31,45.56,11.34,34.55,29.68,28.2,27.08,15.26,13.39,17.53,69.63,56.92,61.47,45.46,34.17,61.57,39.48,13.94,4.53,10.77,16.15,60.85,34.16,69.78,21.24,51.47,25.82
2010-11-02,39.55,40.42,42.5,64.1,295.69,59.26,50.78,32.59,24.67,55.25,40.94,49.53,155.4,35.87,31.72,49.89,14.15,32.71,15.17,164.61,34.15,49.86,28.01,77.71,19.37,30.18,134.33,73.3,23.78,41.98,28.98,44.74,73.76,45.71,11.24,34.71,29.75,28.94,27.23,15.41,13.58,17.6,70.23,57.28,61.62,44.51,34.09,61.69,39.87,13.9,4.53,10.87,16.19,61.66,33.74,70.25,21.47,52.35,26.26
2010-11-03,39.6,40.12,42.44,63.71,298.98,58.72,52.03,32.77,24.35,55.27,41.19,49.49,155.22,36.06,32.35,50.0,14.25,32.86,15.29,168.47,34.22,50.15,28.05,78.17,19.37,30.09,134.64,73.79,24.27,41.66,29.31,44.99,73.88,45.92,11.36,35.91,29.44,28.89,27.59,15.53,14.29,17.82,70.71,57.54,61.0,44.41,34.24,61.65,40.7,14.01,4.58,10.85,16.17,61.78,34.43,70.33,21.97,52.1,26.26
2010-11-04,40.82,41.7,42.73,65.47,304.21,58.86,54.25,33.43,24.45,55.28,41.71,50.21,158.81,36.05,33.06,50.41,14.65,33.21,15.27,168.93,35.24,50.51,28.27,79.77,19.73,30.8,137.09,75.97,25.19,42.81,29.91,46.2,76.93,47.33,11.96,36.87,29.15,29.33,28.28,16.21,14.93,18.28,72.73,58.16,61.89,44.17,34.59,62.76,40.94,14.05,4.68,11.06,16.2,63.06,36.33,70.94,22.43,52.9,27.81
2010-11-05,41.19,42.02,42.81,65.86,303.12,58.61,54.76,34.09,24.18,55.32,41.7,49.68,163.27,35.65,32.31,50.26,14.85,33.4,15.09,170.77,35.6,50.16,28.33,79.12,19.71,30.43,137.21,75.83,26.8,42.65,29.37,45.8,77.26,48.13,12.19,37.59,28.77,29.31,28.95,16.39,15.26,18.5,72.64,58.16,63.02,44.18,35.58,63.2,40.62,13.99,4.66,11.03,16.27,63.62,37.37,71.05,22.48,52.96,27.75
2010-11-08,41.59,41.86,42.97,64.88,304.54,58.64,54.11,33.8,24.15,55.14,41.55,49.35,161.49,35.62,32.27,50.0,14.83,33.67,14.98,171.99,35.52,49.6,28.28,78.68,19.59,30.12,137.39,75.67,26.64,42.82,29.65,45.49,76.87,48.03,12.42,36.78,28.93,28.92,28.86,16.44,15.45,18.9,73.74,57.93,63.03,44.18,36.19,62.97,41.11,13.82,4.64,10.88,16.44,63.91,36.98,71.06,22.6,52.96,27.47
2010-11-09,41.34,41.35,42.7,63.99,302.11,58.81,52.95,33.06,24.27,54.56,40.92,48.93,158.96,35.38,32.41,50.12,14.75,33.31,14.93,170.27,34.7,48.69,28.36,78.17,19.46,29.96,137.09,74.56,25.8,42.15,29.46,45.33,75.76,47.56,12.1,35.32,29.21,28.9,28.83,16.39,15.13,18.91,73.1,57.99,62.4,43.84,36.24,62.79,40.99,13.94,4.6,10.91,16.97,64.6,36.42,70.87,22.56,52.91,27.11
2010-11-10,42.13,41.54,42.65,61.98,303.98,58.77,52.02,33.3,24.27,54.3,41.1,48.45,159.6,35.36,32.45,49.63,14.69,33.56,14.79,173.33,35.27,48.59,28.32,79.04,19.42,29.57,137.47,76.0,26.22,42.14,29.55,45.31,76.26,48.74,12.39,35.43,29.3,29.09,28.83,16.73,15.65,19.44,75.0,57.77,61.86,43.79,36.72,61.89,41.03,14.02,4.84,10.73,16.94,65.06,37.08,71.23,22.69,52.86,27.12
2010-11-11,41.91,41.34,41.92,60.41,302.66,58.45,52.45,33.18,24.03,54.55,40.99,48.05,160.07,35.27,32.54,49.48,14.51,33.32,14.92,170.37,35.22,48.28,28.43,79.27,19.37,29.17,136.42,76.82,25.86,42.14,29.3,44.97,76.25,48.57,12.2,35.03,28.55,29.11,28.33,17.09,15.64,19.1,75.25,57.58,60.3,44.12,36.59,61.17,40.04,13.48,4.8,10.61,16.8,65.7,36.53,71.41,19.01,51.93,27.01
2010-11-12,41.6,40.72,41.27,58.3,294.42,58.22,50.87,33.07,23.66,54.44,40.13,47.66,158.27,35.19,32.19,49.29,14.42,32.95,14.8,165.68,34.69,47.6,28.49,79.03,19.14,28.84,134.83,76.24,25.26,41.54,28.71,44.45,74.95,47.75,11.95,34.46,28.22,28.87,28.47,17.1,15.34,18.8,75.51,57.56,59.77,43.85,36.14,60.34,39.22,12.98,4.7,10.47,16.55,64.93,36.15,70.65,18.67,50.98,26.72
2010-11-15,41.37,40.72,41.38,58.78,293.47,58.02,51.86,32.74,23.6,54.58,40.17,47.05,159.6,36.01,31.89,49.12,14.38,33.64,14.71,158.9,34.47,48.2,28.5,79.0,19.29,28.5,134.74,75.72,25.36,41.35,28.53,44.26,75.67,47.71,11.93,34.96,28.01,28.83,28.38,16.76,16.0,18.72,75.66,57.52,59.66,43.72,36.38,60.38,39.52,13.07,4.72,10.49,16.6,64.46,36.58,70.85,18.49,51.07,26.55
2010-11-16,40.61,39.98,40.81,58.01,288.26,57.68,51.65,32.17,23.39,54.01,39.32,46.5,157.58,35.3,31.43,49.4,14.07,33.67,14.58,157.78,33.91,47.68,28.11,77.2,18.98,27.96,133.43,74.23,24.94,40.79,28.15,42.77,74.33,47.01,11.77,34.37,28.03,29.12,28.12,16.1,15.54,18.68,74.93,56.77,59.07,43.84,35.73,59.46,38.84,12.96,4.64,10.23,16.24,63.05,36.15,69.37,18.01,50.17,26.27
2010-11-17,40.53,39.49,41.2,57.76,287.22,57.59,51.76,33.03,23.17,54.13,39.7,46.43,157.38,35.56,31.43,48.96,14.03,34.47,14.48,158.35,34.09,47.64,28.31,77.42,19.1,28.27,133.16,74.21,24.64,40.77,28.32,42.91,75.07,47.53,11.46,34.43,28.03,28.31,28.43,16.4,15.7,18.73,75.85,56.61,58.96,43.79,36.77,59.33,38.06,12.91,4.76,10.33,16.15,63.12,35.76,70.22,17.99,50.29,26.39
2010-11-18,41.15,40.29,41.85,59.71,294.8,58.33,52.88,33.59,23.42,54.51,40.48,47.16,159.72,35.94,31.81,49.15,14.23,35.41,14.79,164.17,34.93,48.58,28.9,78.89,19.27,29.06,135.42,75.43,25.24,41.55,29.23,43.69,76.87,48.48,11.54,35.07,28.01,28.35,28.96,16.96,15.17,20.01,77.29,57.28,59.47,44.24,37.81,60.83,38.73,13.22,4.95,10.77,16.99,64.31,36.2,70.8,18.17,51.12,27.11
2010-11-19,41.27,40.76,41.8,58.76,293.18,58.28,53.08,33.52,23.28,54.28,40.64,47.36,159.07,36.09,32.12,49.52,14.39,35.4,14.76,164.82,35.19,48.45,29.12,78.39,19.26,28.96,136.06,75.54,25.22,42.06,29.46,43.86,77.66,48.42,11.5,35.21,28.23,28.67,29.38,16.8,15.32,20.21,78.47,57.31,59.71,43.88,37.7,60.43,39.48,13.44,4.97,10.83,16.57,64.52,35.97,71.36,18.17,51.27,27.28
2010-11-22,40.98,40.26,41.37,59.17,299.51,58.27,52.65,33.37,23.32,54.53,40.44,46.82,153.71,36.02,32.24,49.51,14.23,35.37,14.61,170.39,35.32,48.41,29.1,78.29,19.11,28.53,136.38,75.1,24.72,41.79,29.41,43.3,77.69,48.46,11.14,34.73,28.29,28.55,29.65,16.9,15.25,20.01,78.47,56.87,59.04,44.01,37.18,60.12,40.18,13.5,4.9,10.87,16.56,64.2,35.15,71.25,18.12,50.48,27.16
2010-11-23,40.33,40.0,41.29,58.77,295.09,57.54,51.38,32.56,22.77,53.95,39.86,46.14,150.59,35.73,31.4,48.87,13.99,34.45,14.56,168.2,34.82,47.08,28.8,77.08,18.88,27.55,134.31,73.57,24.58,41.12,29.43,42.02,76.42,47.5,10.93,33.66,27.42,28.39,29.42,16.62,14.78,19.99,77.43,56.02,58.76,44.16,36.46,60.32,41.06,13.37,4.84,10.66,16.19,63.09,34.35,70.79,17.79,49.67,26.16
2010-11-24,40.95,41.0,41.8,60.45,300.89,57.94,52.94,32.63,22.99,53.8,41.12,45.63,152.96,35.83,31.71,49.18,14.15,35.0,14.66,177.25,35.8,47.12,29.25,78.07,19.09,27.66,136.78,74.63,24.87,42.02,29.96,41.98,78.33,48.59,11.12,34.41,27.88,28.62,29.94,17.03,15.01,20.36,78.93,56.01,59.48,44.07,37.08,61.71,40.64,13.42,4.85,10.94,16.41,63.91,34.83,71.21,18.03,50.8,26.28
