,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2010-11-26,40.53,40.31,41.33,59.88,301.08,57.55,52.58,32.9,22.88,54.1,40.71,45.84,151.01,35.56,31.13,48.93,14.02,34.58,14.49,177.2,35.53,46.94,29.03,77.83,18.94,27.26,134.98,73.84,24.45,41.35,29.57,41.35,77.81,47.72,10.96,33.99,28.02,28.47,29.62,16.79,15.15,20.28,78.36,55.59,59.17,44.33,36.66,60.9,40.14,13.2,4.74,10.9,16.22,63.32,34.23,70.37,18.06,50.44,25.89
2010-11-29,40.44,41.32,41.38,59.48,302.87,57.65,51.73,32.32,22.94,54.01,40.76,45.13,152.02,35.47,32.16,49.03,14.17,35.0,14.55,179.49,35.31,46.69,28.9,77.67,18.93,26.42,134.04,73.52,24.95,41.9,29.85,40.64,77.38,47.76,11.15,34.23,27.64,28.18,29.62,16.8,15.12,20.35,78.25,55.59,59.3,44.43,36.57,60.16,39.58,13.13,4.74,10.76,16.38,63.52,34.6,70.67,18.01,50.0,25.47
2010-11-30,40.1,41.21,41.12,58.93,297.4,58.21,51.18,31.95,22.89,54.32,39.99,44.47,149.35,35.18,32.21,49.25,14.05,35.48,14.32,175.4,35.37,45.69,28.8,77.44,18.78,25.89,132.7,72.87,24.96,41.96,29.43,40.21,78.24,47.06,10.8,34.03,27.26,27.96,29.25,16.72,15.0,20.5,77.69,54.64,59.16,44.47,36.06,59.96,38.96,12.79,4.71,10.63,15.82,63.62,34.14,70.7,17.75,50.38,24.98
2010-12-01,41.62,42.24,42.01,60.73,302.42,59.55,54.49,32.27,23.6,54.82,41.23,45.1,151.56,35.49,32.96,49.8,14.46,36.47,14.67,176.55,36.28,46.29,29.49,79.35,19.52,26.69,135.46,74.43,25.25,43.17,30.26,40.87,80.88,47.92,11.14,34.84,27.93,29.25,29.97,17.31,15.49,20.83,79.58,55.61,60.35,44.66,37.09,61.35,39.55,12.97,4.77,10.9,16.15,65.24,34.82,71.6,17.9,51.74,25.6
2010-12-02,42.45,42.89,42.97,61.54,304.09,59.16,56.57,32.5,24.37,54.14,41.93,45.45,155.44,35.73,33.37,49.85,14.8,36.56,14.66,176.53,36.55,46.72,29.59,79.78,19.41,26.87,136.19,76.05,26.4,43.42,30.36,41.54,81.96,48.95,11.53,35.34,28.14,30.87,30.22,17.8,15.8,20.63,79.02,55.79,60.69,44.74,37.49,61.52,40.05,13.2,4.82,10.91,16.33,65.38,35.88,71.68,17.81,52.3,26.09
2010-12-03,42.6,42.8,42.17,61.49,303.41,59.13,58.65,32.71,24.49,54.43,41.93,46.45,155.25,35.82,34.06,49.73,14.89,36.32,14.69,175.68,36.98,46.84,29.4,80.17,19.4,27.24,136.37,76.4,26.65,43.97,30.78,42.33,82.66,49.62,11.7,36.06,28.32,30.99,30.19,18.1,15.81,21.11,79.05,55.77,60.16,44.71,38.02,61.32,39.98,13.24,4.87,10.97,16.35,65.11,36.15,72.02,17.67,51.63,26.4
2010-12-06,42.77,42.91,41.97,61.54,306.0,58.73,57.98,32.62,24.32,54.14,42.09,46.27,155.58,35.73,33.59,49.61,14.82,36.57,14.77,178.05,36.99,46.62,29.17,80.12,19.3,27.08,136.01,76.45,26.36,43.69,30.87,42.48,82.5,49.15,11.49,35.93,28.75,30.86,30.31,18.01,15.67,21.33,79.14,55.53,59.81,44.53,37.77,61.36,39.81,13.25,4.86,10.94,16.33,65.22,36.42,71.86,18.0,52.04,26.49
2010-12-07,42.9,42.7,41.97,61.2,304.15,58.69,57.8,32.84,24.35,54.37,42.5,46.39,154.57,35.92,33.47,50.16,15.11,36.1,14.73,176.77,36.89,46.68,29.24,77.64,19.48,27.28,135.1,77.67,26.12,43.72,31.38,42.64,83.56,48.93,11.42,36.22,28.84,31.05,30.73,18.23,15.59,21.51,78.67,55.61,60.39,44.18,36.99,62.36,39.2,13.16,4.81,11.0,16.94,65.36,35.83,72.55,17.97,52.58,27.06
2010-12-08,43.06,43.51,41.31,60.23,306.83,58.64,57.45,32.93,24.68,54.94,42.38,46.2,158.92,36.14,33.7,49.89,15.12,36.36,14.69,176.29,37.27,46.74,29.35,78.09,19.48,27.69,136.0,77.52,26.94,43.65,31.61,42.82,82.89,48.79,11.84,34.79,29.04,31.49,31.04,18.11,15.71,21.56,78.36,56.04,59.76,44.84,37.08,62.12,39.63,13.23,4.81,11.05,17.02,65.72,36.75,71.1,17.93,52.57,27.11
2010-12-09,43.1,43.68,40.79,59.71,305.63,58.72,58.1,33.03,24.54,54.99,43.39,46.46,159.21,35.93,33.61,49.75,15.2,36.2,14.72,174.85,37.63,46.9,29.55,77.56,19.53,27.73,135.36,77.98,27.58,43.15,31.89,43.04,82.93,48.98,12.48,39.38,29.02,31.76,31.03,18.02,15.78,21.6,77.97,56.25,59.4,44.95,37.59,62.5,39.52,13.2,4.99,11.14,16.95,65.85,37.25,70.08,18.25,51.95,27.21
2010-12-10,43.04,44.11,40.53,59.29,306.4,58.89,58.03,33.08,24.78,54.74,44.23,46.45,161.15,35.94,33.67,49.7,15.72,35.83,14.95,175.62,37.85,46.82,29.47,77.76,19.97,27.75,135.85,78.32,27.77,43.42,31.95,43.03,83.18,48.99,12.63,40.34,29.39,31.84,30.17,18.56,15.75,22.48,77.26,56.55,59.86,44.96,37.36,63.11,39.6,13.44,5.0,11.13,17.01,66.02,37.82,70.04,18.25,52.4,27.15
2010-12-13,43.63,44.22,40.43,58.95,307.46,59.46,58.45,33.37,24.7,54.69,43.23,46.82,162.11,36.47,33.68,49.63,15.64,35.88,15.1,174.25,37.68,47.15,29.56,78.66,19.97,27.88,135.34,79.53,27.72,43.36,32.04,43.86,84.75,49.0,12.38,39.99,29.24,31.98,29.99,18.34,15.5,22.39,77.98,56.54,59.67,45.36,37.7,62.97,38.77,12.92,5.14,11.05,16.7,66.18,37.89,69.63,18.14,52.27,27.47
2010-12-14,43.75,44.05,40.57,59.6,306.14,59.51,58.91,33.27,25.03,55.02,43.64,47.16,160.06,37.12,33.96,49.85,15.7,35.63,15.03,173.94,37.51,47.76,29.13,79.16,20.6,28.13,136.79,79.54,27.36,43.87,32.35,44.35,85.17,48.79,12.24,42.66,29.09,32.13,30.17,18.37,15.46,22.47,78.04,56.86,60.89,46.08,37.77,63.49,38.67,12.88,5.13,11.03,16.63,66.02,37.23,69.63,18.11,52.85,27.68
2010-12-15,43.4,43.98,39.89,59.36,306.21,59.2,59.23,33.22,25.24,55.0,45.72,46.68,158.03,37.22,34.31,49.65,15.52,35.65,15.0,175.57,36.9,50.46,29.51,79.13,20.25,27.81,135.75,79.2,27.33,43.97,32.13,43.5,86.12,48.78,12.13,42.19,28.98,32.2,30.02,18.07,15.58,22.46,78.14,56.94,60.63,46.12,37.6,62.92,38.38,12.86,5.06,10.76,16.45,65.72,36.7,69.51,18.04,52.07,27.4
2010-12-16,43.77,42.5,40.36,59.51,307.06,59.66,59.48,33.42,25.37,55.21,46.41,46.9,157.31,37.31,34.86,50.02,15.77,35.59,15.13,178.04,37.22,50.35,29.79,79.68,20.28,27.67,135.59,80.15,27.54,44.16,32.81,43.66,86.2,49.66,12.36,42.94,28.89,32.5,30.0,18.29,15.79,22.48,78.3,57.71,61.19,46.19,38.21,63.89,39.05,12.89,5.15,10.95,16.51,66.05,36.52,69.27,18.3,52.74,27.64
2010-12-17,43.36,41.97,40.16,60.09,306.44,59.86,58.49,32.98,25.28,55.66,46.96,47.38,156.91,37.22,34.73,49.81,15.71,35.39,14.96,177.58,37.57,50.25,29.95,79.65,20.07,27.36,136.02,79.64,27.48,44.52,32.66,43.48,85.63,49.5,12.41,43.32,29.13,32.48,29.92,18.1,15.81,22.16,77.48,57.99,60.93,46.27,38.3,63.77,39.06,13.19,5.17,10.9,16.38,66.01,36.21,69.36,18.12,52.37,27.46
2010-12-20,43.98,40.53,39.98,58.47,307.97,60.17,57.82,32.84,25.2,55.94,47.27,46.94,158.83,36.97,34.45,49.23,15.71,35.19,15.08,183.29,38.38,50.28,29.77,80.54,20.55,27.31,135.56,79.91,27.61,44.4,32.62,43.44,86.29,49.41,12.45,44.02,29.26,32.58,29.74,19.04,15.86,22.2,77.23,58.13,60.56,46.39,38.99,63.52,38.99,12.92,5.2,10.94,16.28,66.05,36.46,69.46,18.18,52.34,27.43
2010-12-21,44.41,41.22,39.97,59.32,309.88,59.34,59.17,32.63,25.44,55.92,47.63,47.54,160.92,36.72,34.04,49.12,15.88,36.24,15.27,184.75,38.23,50.39,29.85,79.8,20.85,27.4,136.71,80.3,28.27,44.62,32.73,43.89,87.52,50.26,12.81,45.47,29.43,32.47,29.84,19.57,15.99,22.42,78.01,58.04,60.69,46.16,39.26,63.68,39.01,13.39,5.24,11.03,16.6,66.51,37.42,69.4,18.1,52.68,27.46
2010-12-22,44.67,40.82,40.55,59.71,310.79,59.6,57.17,32.61,25.55,56.06,47.54,47.55,162.23,37.19,35.9,48.81,16.15,35.48,15.43,184.76,38.07,50.62,29.9,79.97,20.8,27.58,136.91,80.92,28.72,44.47,33.18,43.87,87.46,50.81,13.2,45.95,29.83,32.56,29.87,19.5,15.99,22.17,77.69,58.11,60.3,46.34,39.23,63.99,38.61,13.42,5.28,10.9,16.63,66.59,38.48,69.54,18.12,53.19,27.36
2010-12-23,44.71,40.78,40.53,60.12,309.3,59.6,57.55,32.7,25.65,56.09,47.26,47.62,160.31,37.01,36.22,49.07,16.13,35.57,15.47,182.59,37.97,50.32,29.9,79.74,20.78,27.57,136.85,81.61,28.43,44.44,32.95,43.91,87.35,50.72,12.89,44.77,29.87,32.48,29.76,19.76,15.8,21.87,77.66,58.37,60.22,46.2,39.15,64.44,38.85,13.34,5.3,10.84,16.72,66.95,38.41,69.49,18.24,52.99,27.51
2010-12-27,44.75,41.05,40.52,59.84,310.33,59.36,58.19,32.68,25.44,56.03,47.51,47.9,162.45,36.95,36.01,49.05,16.27,35.61,15.36,182.14,37.69,50.14,29.66,80.24,20.71,27.26,136.34,81.1,28.63,44.32,32.89,43.57,87.0,51.85,13.1,48.94,29.83,32.61,29.78,19.75,15.88,21.73,77.9,57.86,60.27,46.13,39.35,64.51,38.93,13.32,5.3,10.78,16.48,66.78,38.95,69.02,18.68,52.79,27.5
2010-12-28,45.02,40.8,40.59,59.94,311.09,59.23,57.94,32.67,25.38,56.23,47.68,47.83,161.84,37.12,36.48,49.2,16.39,35.84,15.45,181.09,37.73,50.57,29.8,79.99,20.69,27.14,136.68,82.07,28.62,44.49,32.99,43.54,86.65,51.5,13.17,48.56,29.79,32.48,29.65,19.67,15.75,21.88,78.25,57.94,60.5,46.2,39.35,64.44,39.33,13.24,5.34,10.74,16.43,67.15,38.89,69.02,18.86,52.93,27.58
2010-12-29,45.27,40.87,40.41,60.11,310.92,59.28,58.15,32.78,25.35,56.04,47.7,48.1,160.34,36.98,36.49,49.51,16.34,35.87,15.46,183.37,37.66,50.6,29.84,80.01,20.56,27.46,137.44,82.23,28.46,44.67,33.13,44.25,86.73,51.3,13.14,47.2,29.58,32.29,29.9,20.05,15.76,21.95,79.1,57.62,60.11,46.16,39.39,64.26,39.39,13.2,5.42,10.82,16.61,67.11,38.66,69.52,18.76,52.99,27.72
2010-12-30,45.32,40.54,40.86,60.08,309.36,59.09,58.0,32.59,25.24,55.93,48.01,47.65,160.35,36.9,36.26,49.5,16.27,35.57,15.36,182.75,37.4,50.42,29.86,79.8,20.69,27.39,137.58,82.43,28.27,44.37,33.23,44.01,86.82,51.2,13.11,47.41,29.65,32.26,29.89,19.86,15.71,22.07,78.35,57.51,59.73,46.17,38.9,64.21,39.34,13.2,5.36,10.68,16.76,67.1,38.55,69.31,18.75,52.63,27.77
2010-12-31,45.39,40.93,41.2,60.31,308.31,59.28,57.91,32.73,25.29,55.93,48.84,47.96,160.85,36.93,36.01,49.37,16.36,35.71,15.38,180.0,37.47,50.43,29.98,79.58,20.58,27.34,137.67,82.12,28.43,44.54,33.01,44.09,86.62,51.34,13.17,47.49,29.74,32.45,29.89,19.85,15.8,21.91,78.63,57.56,60.79,46.14,39.31,64.38,39.19,13.11,5.41,10.72,16.63,66.88,38.72,69.31,18.75,52.91,27.64
2011-01-03,45.48,41.38,41.32,61.36,315.01,59.66,57.17,32.76,25.36,55.57,48.77,48.57,165.53,36.67,36.34,49.95,16.35,36.38,15.53,184.22,37.88,50.68,29.73,80.04,21.05,27.84,138.34,82.74,28.97,44.67,33.27,44.75,87.08,52.26,14.0,47.84,29.94,32.68,30.11,20.39,16.24,21.95,79.43,57.95,60.76,45.96,39.83,63.48,39.78,13.24,5.48,10.9,16.75,68.19,39.78,69.17,18.99,53.21,27.92
2011-01-04,45.24,41.91,42.12,61.86,316.65,59.35,56.49,33.27,25.46,55.8,48.2,48.41,165.56,36.62,36.64,50.14,16.64,36.16,15.8,185.01,37.13,49.96,29.12,79.92,21.12,28.08,138.49,82.43,29.03,44.55,33.25,45.26,86.67,51.84,14.05,46.79,30.47,32.09,30.05,19.91,16.36,22.34,79.86,58.11,61.14,46.33,39.41,63.77,40.61,13.24,5.43,10.61,16.59,68.51,40.35,67.1,19.01,53.38,27.76
2011-01-05,45.02,43.12,42.76,62.36,319.24,60.42,58.09,32.5,25.38,55.99,48.22,47.71,166.44,36.39,37.15,49.81,16.67,36.21,15.91,187.42,37.5,49.39,28.94,79.92,21.4,27.9,137.94,82.29,29.69,44.84,33.6,44.97,87.42,51.47,14.31,50.23,30.66,31.98,30.17,20.4,16.84,22.78,80.2,57.98,62.54,46.13,39.0,64.06,41.14,13.42,5.3,10.67,16.91,68.32,40.85,67.42,19.25,53.66,27.34
2011-01-06,44.63,42.83,43.67,63.58,318.98,60.65,58.52,32.59,26.12,55.91,48.38,47.14,164.72,36.17,37.26,49.4,16.6,36.01,15.97,185.86,36.87,49.65,28.73,79.44,21.42,27.76,139.45,81.62,29.49,44.63,33.26,44.65,86.51,51.25,14.25,49.82,30.75,31.86,30.58,20.41,17.15,22.54,81.54,57.88,63.63,45.99,38.77,64.77,41.78,13.79,5.34,10.67,17.06,68.76,40.65,67.01,19.41,54.88,26.85
2011-01-07,44.73,42.47,44.69,64.11,321.27,60.24,59.6,32.36,25.92,55.88,48.16,46.77,163.27,36.0,37.04,49.51,16.48,36.04,16.11,185.49,36.81,48.8,28.68,79.52,21.36,27.33,138.77,82.07,28.9,44.43,33.27,44.14,86.69,50.55,14.06,50.42,30.78,31.82,30.56,20.46,17.2,22.43,82.46,57.71,64.03,46.06,38.92,65.34,41.97,13.52,5.31,10.52,16.9,69.14,39.88,67.16,19.43,55.59,26.54
2011-01-10,44.57,42.57,44.5,63.85,327.32,59.93,60.5,32.36,25.57,55.81,48.66,46.21,162.38,35.79,37.84,49.19,16.56,36.16,16.04,184.68,36.56,48.59,28.75,80.37,21.38,27.03,138.49,81.36,28.62,43.78,33.4,43.7,86.37,50.48,14.21,47.3,30.76,31.83,30.7,20.37,17.24,22.05,82.77,57.58,63.99,46.11,38.92,64.58,41.76,13.55,5.32,10.62,16.6,68.72,39.66,66.42,19.26,54.66,26.41
2011-01-11,45.43,43.12,44.12,63.73,326.54,60.19,61.98,32.22,25.48,55.7,47.82,47.65,162.0,35.94,37.73,49.7,16.66,36.36,16.01,184.34,36.75,48.76,28.58,80.91,21.27,27.24,138.16,82.64,28.8,43.73,33.54,43.96,86.89,50.3,14.5,48.66,30.94,32.26,30.81,20.74,17.21,21.9,83.38,57.3,64.04,45.99,39.18,64.65,42.29,13.62,5.33,10.68,16.58,69.23,39.84,66.73,19.35,54.25,26.48
2011-01-12,45.78,43.09,44.24,64.83,329.2,60.55,62.88,32.58,25.87,56.67,48.04,48.5,164.21,36.03,38.08,50.22,16.7,36.4,16.14,184.08,36.82,49.35,28.74,81.76,21.2,28.59,139.86,83.2,29.36,43.84,33.05,45.35,86.47,50.51,14.79,48.13,31.14,32.23,30.96,21.08,17.61,21.86,84.44,58.13,64.56,46.16,39.92,64.95,42.48,13.92,5.55,10.73,16.65,70.04,40.86,66.46,19.57,54.66,26.7
2011-01-13,44.83,43.14,44.39,64.53,330.41,60.71,62.8,32.45,25.55,56.43,47.79,51.72,164.11,35.99,38.48,50.16,16.64,35.62,16.01,185.53,37.1,48.79,28.9,81.19,21.21,29.2,139.6,82.96,29.25,44.1,33.09,46.2,87.07,50.94,14.58,47.13,31.06,32.64,30.79,21.5,17.58,21.63,85.39,58.59,64.21,46.52,40.23,65.51,42.49,13.71,5.55,10.54,16.75,70.16,40.62,65.62,19.53,54.33,26.71
2011-01-14,45.13,44.28,45.05,64.75,333.08,60.59,63.1,32.7,25.65,56.46,47.71,50.8,167.39,35.99,38.3,50.18,16.83,35.88,16.11,188.75,37.79,48.61,28.78,81.24,21.38,29.14,140.71,83.54,30.04,44.47,33.3,47.09,86.95,51.48,15.05,44.5,30.63,33.22,31.31,21.45,17.56,21.92,85.96,58.63,64.78,46.06,40.55,65.88,43.05,13.59,5.55,10.82,16.81,71.19,41.04,66.88,19.65,54.91,26.91
2011-01-18,45.38,44.4,45.61,66.97,325.6,60.4,62.78,31.87,25.97,56.67,47.31,51.56,167.09,36.03,38.79,50.48,16.64,35.87,16.15,191.25,37.36,49.16,28.94,81.28,21.43,28.89,141.32,84.01,29.8,44.38,33.36,47.08,89.42,50.86,14.8,43.82,30.34,33.34,32.05,21.95,17.6,22.01,85.18,58.6,66.56,46.19,40.07,66.38,43.13,13.64,5.53,10.88,16.5,71.99,40.89,67.44,19.66,56.62,26.84
2011-01-19,45.17,43.32,45.91,66.29,323.87,59.79,60.68,31.72,25.8,56.83,46.88,51.55,159.25,36.3,38.15,50.38,16.39,35.94,16.09,186.87,36.85,48.82,28.91,81.11,21.74,28.92,146.04,83.67,29.18,43.65,32.87,46.96,88.78,50.64,14.18,42.05,29.95,32.97,31.42,21.27,16.85,21.84,84.0,58.9,67.53,46.11,39.91,66.32,43.12,13.33,5.54,10.74,16.31,71.56,39.94,68.04,19.29,56.3,26.92
2011-01-20,44.79,43.35,46.95,65.72,317.98,59.79,59.67,30.92,25.69,57.26,46.15,51.56,158.49,36.3,38.45,51.26,16.48,35.43,16.02,181.96,36.21,48.12,28.69,81.19,21.89,28.91,146.15,83.43,29.25,42.97,33.64,47.1,86.98,49.8,14.35,42.9,29.92,33.77,31.19,20.67,16.74,22.11,83.36,59.31,68.97,46.68,40.16,67.04,43.54,13.16,5.47,10.38,16.23,71.11,40.89,67.87,19.25,57.16,26.84
2011-01-21,45.09,44.04,46.75,66.24,312.28,59.77,59.74,31.17,25.39,57.03,45.91,51.59,158.98,36.55,38.53,51.02,17.66,34.22,16.13,177.42,35.91,48.26,28.61,82.34,22.14,29.29,145.87,84.4,29.82,43.17,33.74,47.85,86.18,49.34,14.06,42.72,30.31,33.79,31.19,20.71,16.9,22.16,82.01,59.41,68.89,46.92,40.05,66.6,43.96,13.03,5.35,10.37,15.97,72.24,41.39,67.73,19.21,56.79,27.41
2011-01-24,45.39,43.84,46.45,67.21,322.54,60.05,59.83,31.59,25.72,56.75,46.04,52.62,159.07,36.94,38.34,51.32,17.92,34.85,16.21,176.85,36.32,49.19,28.83,83.29,22.21,29.5,149.74,84.68,30.0,43.66,33.34,48.47,87.88,49.98,13.74,41.68,30.27,33.92,31.87,20.96,16.88,22.3,83.5,60.01,67.85,46.83,41.1,66.39,44.26,13.27,5.34,10.45,16.09,71.88,41.14,68.07,19.62,56.28,27.59
2011-01-25,44.97,42.9,46.9,66.76,326.32,59.68,63.09,31.18,25.78,58.21,45.39,52.27,154.94,37.07,38.11,52.42,17.87,35.15,16.23,176.7,35.97,49.45,28.7,81.61,21.96,29.42,151.44,84.67,30.0,43.79,33.5,48.39,87.71,50.06,13.45,41.09,30.06,34.39,31.25,20.88,16.84,22.3,83.86,60.12,68.76,46.72,41.7,67.69,43.82,13.29,5.49,10.61,16.02,71.96,41.0,68.16,19.96,56.77,26.92
2011-01-26,46.15,42.57,46.26,64.71,328.66,59.76,64.93,31.3,26.08,57.78,45.89,53.51,154.3,37.01,38.16,52.48,17.82,34.93,16.13,175.39,35.77,49.57,28.7,82.6,21.94,29.85,151.06,85.17,29.77,44.93,33.92,48.65,88.97,50.07,13.37,41.34,29.86,34.63,31.57,21.72,17.29,22.32,82.29,59.59,68.16,46.52,42.14,68.12,43.64,13.32,5.42,9.8,15.57,72.86,41.1,67.88,19.85,56.2,26.77
2011-01-27,46.25,42.65,45.84,65.2,328.05,59.49,64.98,31.27,26.16,57.78,45.85,54.36,156.9,35.8,37.96,52.71,18.14,35.37,16.23,184.45,36.26,48.15,28.58,82.25,21.93,29.9,151.09,85.27,29.81,44.89,34.02,49.06,89.79,50.85,13.49,41.7,29.87,35.15,31.97,21.78,17.69,22.49,83.53,57.85,68.78,45.93,43.11,69.55,43.51,13.0,5.4,10.04,16.2,73.06,41.21,67.14,19.87,56.53,26.61
2011-01-28,47.03,42.0,44.36,63.98,321.25,58.43,63.52,30.38,25.15,57.43,44.28,54.24,154.74,35.62,37.3,51.91,18.07,34.78,15.94,171.14,34.82,47.84,28.36,80.63,21.49,28.29,149.35,84.03,29.21,44.91,33.15,47.66,88.91,48.78,13.42,40.0,29.32,33.97,31.64,21.59,15.31,22.05,81.36,57.87,68.0,45.6,42.03,67.66,42.36,12.72,5.2,9.82,15.83,72.25,40.7,66.17,19.39,55.19,25.81
2011-01-31,47.63,41.54,44.81,64.21,324.33,58.35,64.85,30.32,25.13,57.43,44.61,54.87,156.51,35.52,37.37,51.33,18.01,34.34,16.01,169.64,35.62,47.79,28.65,81.08,21.41,29.19,151.96,85.43,29.74,45.26,32.58,48.46,90.14,49.16,13.55,40.09,29.07,34.03,31.31,21.77,15.01,21.92,82.18,56.9,69.22,45.43,43.33,68.82,42.53,12.73,5.2,9.88,16.12,73.79,41.07,66.52,19.6,56.6,26.08
2011-02-01,47.79,41.75,45.27,64.95,329.79,59.02,63.57,31.21,25.37,57.24,45.91,55.87,158.14,35.49,39.03,51.57,18.6,34.74,16.88,172.11,36.42,48.44,28.74,80.96,22.02,30.05,153.43,86.59,30.68,46.13,33.3,50.32,91.07,49.06,14.12,40.79,29.87,34.23,32.32,22.37,14.96,22.46,83.29,56.71,70.08,45.34,43.66,69.39,43.3,13.01,5.2,10.13,16.38,76.75,41.97,66.34,19.89,57.39,26.55
2011-02-02,48.06,41.86,44.92,65.61,329.11,58.66,61.31,30.86,25.32,56.76,45.22,56.06,157.88,35.18,38.79,51.14,18.52,34.79,16.83,173.53,36.26,48.42,28.66,80.92,21.71,29.69,153.18,86.83,30.06,46.3,33.01,50.05,92.08,48.87,14.05,40.9,32.45,33.84,32.43,22.69,14.5,22.38,85.0,56.6,70.49,45.49,43.55,69.44,43.65,13.27,5.36,10.11,16.57,76.29,41.53,66.5,20.03,57.07,26.77
2011-02-03,48.01,41.68,44.74,65.59,328.27,58.23,63.49,31.72,25.06,57.51,47.07,55.43,157.48,35.13,39.1,51.2,18.56,36.46,17.02,173.71,36.11,48.56,28.52,81.1,21.84,29.12,153.4,87.57,30.09,46.37,31.36,49.27,91.93,49.08,14.24,40.32,33.31,33.97,32.31,22.41,14.83,22.91,84.68,56.69,70.19,47.44,43.33,69.05,44.05,13.35,5.4,10.15,16.69,76.32,41.54,66.67,20.3,57.0,26.53
2011-02-04,47.77,41.96,45.0,65.96,331.19,57.93,63.88,31.72,25.17,57.68,46.75,55.83,157.67,35.27,39.16,51.3,18.39,35.63,17.13,175.93,36.08,48.26,28.52,81.42,21.9,29.18,153.84,87.39,30.1,46.91,31.13,48.85,92.54,48.53,14.1,39.74,33.2,34.06,32.72,22.78,14.8,23.33,84.75,57.33,70.18,48.25,43.0,69.02,44.15,13.44,5.37,10.1,16.79,76.17,40.75,66.87,20.43,56.82,26.27
2011-02-07,48.18,42.91,45.85,66.47,336.33,57.78,64.75,32.66,25.56,57.61,46.42,55.98,159.87,35.29,39.1,51.33,18.67,34.97,16.9,176.43,36.05,48.43,28.5,81.88,22.15,29.35,154.61,87.89,30.61,47.62,31.37,48.69,93.36,48.07,14.48,41.91,33.38,33.87,32.56,23.44,15.16,23.35,85.13,58.18,70.89,48.1,42.78,69.77,44.81,13.53,5.45,10.13,16.8,76.77,41.58,66.33,20.41,57.46,26.3
2011-02-08,47.99,43.93,46.22,67.19,339.51,58.23,65.39,32.54,25.63,57.73,46.2,56.27,161.22,36.35,39.54,51.62,19.03,35.24,17.01,183.06,35.86,47.96,28.66,82.51,22.26,29.67,156.38,87.96,31.33,47.96,31.73,49.15,93.49,47.9,14.42,42.1,33.65,34.39,32.57,24.04,15.29,23.41,88.57,58.26,70.78,48.13,43.58,71.05,44.81,13.42,5.52,10.1,16.6,76.3,41.8,68.05,20.38,58.06,26.37
2011-02-09,47.09,43.78,46.16,67.51,342.34,58.45,64.07,32.44,25.35,57.74,45.77,56.25,158.79,36.23,39.42,51.94,19.06,35.05,16.91,185.3,35.81,48.08,28.79,83.71,22.14,29.42,155.06,86.61,30.44,48.07,31.74,48.79,92.73,47.86,14.45,40.84,34.14,34.4,32.41,23.48,15.15,24.05,89.63,58.04,71.54,47.96,43.34,71.1,45.55,13.45,5.49,10.14,16.43,75.9,41.22,68.56,20.42,58.7,26.58
2011-02-10,46.71,44.59,45.9,67.54,338.87,57.49,64.59,32.33,24.92,57.66,46.21,56.29,158.15,35.96,39.35,50.89,19.02,34.83,16.89,186.21,36.08,47.69,28.97,83.42,22.38,29.2,154.53,87.02,30.32,48.51,31.4,48.76,93.48,47.78,14.3,41.01,33.62,34.53,32.49,24.11,15.01,24.15,88.82,58.21,71.21,47.7,42.51,70.51,45.18,13.4,5.43,10.09,16.62,76.5,41.61,68.41,17.53,58.12,26.49
2011-02-11,47.71,44.76,45.79,67.05,341.08,57.95,65.23,32.01,24.7,58.42,45.75,57.02,159.42,36.51,39.35,50.99,19.08,34.9,16.72,189.25,37.18,47.85,28.98,84.66,22.58,28.71,154.31,86.8,31.02,49.11,31.47,48.5,96.21,47.98,14.58,41.36,33.78,34.69,32.89,24.01,15.42,24.4,90.05,58.34,71.03,47.95,42.73,70.69,45.28,13.51,5.46,10.21,16.85,76.15,42.56,68.75,17.33,57.59,26.27
2011-02-14,49.17,44.54,45.59,67.16,343.31,57.47,65.56,32.43,24.68,57.72,45.43,57.04,160.24,36.55,38.97,50.17,19.23,35.0,16.91,190.42,36.99,47.8,28.78,84.75,22.46,28.7,153.71,87.91,31.12,49.05,31.22,48.48,95.95,47.86,14.69,41.03,33.51,34.78,33.08,25.01,15.15,24.42,92.81,58.17,70.36,48.3,43.59,70.16,44.97,13.63,5.57,10.27,16.89,78.07,42.53,68.84,17.43,56.11,26.08
2011-02-15,48.99,44.23,45.53,66.36,344.0,58.39,64.76,32.45,24.58,57.63,44.92,56.2,160.61,36.2,39.13,50.31,19.19,34.67,16.91,189.03,37.4,47.79,28.81,84.84,22.73,29.26,153.36,87.35,30.94,48.69,31.42,48.41,95.71,46.97,14.58,40.78,33.92,34.88,33.21,24.47,15.15,24.23,92.97,57.61,70.85,47.87,43.78,70.84,44.67,13.46,5.52,10.3,17.2,76.29,42.78,68.76,17.3,56.47,26.07
